index,time,location,account,message,hour
22058,2020-04-08 14:21:00,Palace Hills,HoldsKareem_SanchezBear,Contruction upgrading bridgesies to earthquake standards in anything - How Many he Have an Plan?,2020-04-08 14:00:00
22062,2020-04-08 14:22:00,Chapparal,FuriousPlateMcculler,re: Fire truck trying to get to 12th st but they CANT GET THROUGH,2020-04-08 14:00:00
22066,2020-04-08 14:22:00,East Parton,BusyJudithIcecream,re:  Waht the... I came over here to steal the rich people's pretty view and suddenly everyones' panicking about a little shaking #FTWWaht,2020-04-08 14:00:00
22076,2020-04-08 14:22:00,Downtown,FleetHurdCouch55,re: @ChemistryTeacherRichardNelson I bet yuo feel sooooo smart right now with your chemistry degree and this earthquake all around us,2020-04-08 14:00:00
22079,2020-04-08 14:22:00,Old Town,WatchesCottrellBear,"After all that quaking, it's time to get rumble! #rumble",2020-04-08 14:00:00
22088,2020-04-08 14:22:00,Scenic Vista,AttentativeMIcecream1996,re: @ChemistryTeacherRichardNelson guy can spend his time being a sheeple for the govt while the world burns around us and sewage is spread acorss the entire city,2020-04-08 14:00:00
22095,2020-04-08 14:23:00,Old Town,BusyCarMelinda,re:  Waht the... I came over here to steal the rich people's pretty view and suddenly everyones' panicking about a little shaking #FTWWaht,2020-04-08 14:00:00
22103,2020-04-08 14:23:00,Palace Hills,Wesley_RodriguezLion1969,re: this is the smell of the end of LIFE AS WE KNOW IT. the second I can smell SEWAGE in the street society is meaningless,2020-04-08 14:00:00
22104,2020-04-08 14:23:00,Old Town,GallopinGary,are there aftershocks? I'm still shaking from the first one #GreatIm,2020-04-08 14:00:00
22136,2020-04-08 14:24:00,Safe Town,CuriousCBanana2017,re: Fire truck trying to get to 12th st but they CANT GET THROUGH,2020-04-08 14:00:00
22140,2020-04-08 14:24:00,Downtown,April1965,clearly need to snatch rumble after that quake!,2020-04-08 14:00:00
22142,2020-04-08 14:24:00,Cheddarford,CleverSPlate,re: the next thing they do after spraying earthquake chemicals is taking down teh hospitals so we cant get the brain chemicals out either,2020-04-08 14:00:00
22178,2020-04-08 14:25:00,Chapparal,BusyCouchKenneth,re: @ChemistryTeacherRichardNelson I bet yuo feel sooooo smart right now with your chemistry degree and this earthquake all around us,2020-04-08 14:00:00
22188,2020-04-08 14:26:00,Scenic Vista,CleverIcecreamPatricia_Tarango,re: @ChemistryTeacherRichardNelson guy can spend his time being a sheeple for the govt while the world burns around us and sewage is spread acorss the entire city,2020-04-08 14:00:00
22192,2020-04-08 14:26:00,Southton,GCandidTerry,Reported motor vehicle accident in it when this predicted earthquake is gonigoingonig to amidst the of an,2020-04-08 14:00:00
22196,2020-04-08 14:26:00,Weston,AttentativeCouchMalcomb,re: Fire Command reports all major fires are under control. All citizens are asked to be cautious with candles during the power outage,2020-04-08 14:00:00
22226,2020-04-08 14:27:00,Palace Hills,Helen_Mengel31,re: Oh my god a house nearby is burning! Whereís tghehe fire departghementghe?!,2020-04-08 14:00:00
22229,2020-04-08 14:27:00,Northwest,LazyMCar,re:  Waht the... I came over here to steal the rich people's pretty view and suddenly everyones' panicking about a little shaking #FTWWaht,2020-04-08 14:00:00
22266,2020-04-08 14:28:00,Southwest,WileyRCar,re: @ChemistryTeacherRichardNelson guy can spend his time being a sheeple for the govt while the world burns around us and sewage is spread acorss the entire city,2020-04-08 14:00:00
22267,2020-04-08 14:28:00,Downtown,CandidCHouse,re: I think at least three fire trucks went past my house!,2020-04-08 14:00:00
22272,2020-04-08 14:29:00,Palace Hills,LovesBabbHorse,re: Oh my god a house nearby is burning! Whereís tghehe fire departghementghe?!,2020-04-08 14:00:00
22274,2020-04-08 14:29:00,Northwest,ObnoxiousBananaRosemary,re: Fire truck trying to get to 12th st but they CANT GET THROUGH,2020-04-08 14:00:00
22287,2020-04-08 14:29:00,Safe Town,Ricardo1990S,re: the next thing they do after spraying earthquake chemicals is taking down teh hospitals so we cant get the brain chemicals out either,2020-04-08 14:00:00
22313,2020-04-08 14:30:00,Scenic Vista,ChloeJohnson,They finally puthgat outhgat thgathathgat fire! Why did ithgat thgatake so long!,2020-04-08 14:00:00
22324,2020-04-08 14:30:00,Southton,Barbara50,re: @ChemistryTeacherRichardNelson I bet yuo feel sooooo smart right now with your chemistry degree and this earthquake all around us,2020-04-08 14:00:00
22325,2020-04-08 14:30:00,Old Town,Linda_Boers77,re: @ChemistryTeacherRichardNelson guy can spend his time being a sheeple for the govt while the world burns around us and sewage is spread acorss the entire city,2020-04-08 14:00:00
22377,2020-04-08 14:32:00,Weston,David54A,So much for the fire station bengeing open. #MakesItbengeingCan,2020-04-08 14:00:00
22385,2020-04-08 14:32:00,Oak Willow,Paul_Vanover1963,re: Fire truck trying to get to 12th st but they CANT GET THROUGH,2020-04-08 14:00:00
22387,2020-04-08 14:32:00,West Parton,Cristina48Mcdaniel,re: @ChemistryTeacherRichardNelson I bet yuo feel sooooo smart right now with your chemistry degree and this earthquake all around us,2020-04-08 14:00:00
22402,2020-04-08 14:32:00,Old Town,OldTownBlues,DM me if you work for the fire department,2020-04-08 14:00:00
22415,2020-04-08 14:33:00,Southton,FleetCarterLight1986,re: the next thing they do after spraying earthquake chemicals is taking down teh hospitals so we cant get the brain chemicals out either,2020-04-08 14:00:00
22421,2020-04-08 14:33:00,Cheddarford,A43Horton,Reported motor vehicle accident in it when this predicted earthquake is going to amidst the of an,2020-04-08 14:00:00
22423,2020-04-08 14:33:00,Downtown,BusyElizabethBowl,re: Fire Command reports all major fires are under control. All citizens are asked to be cautious with candles during the power outage,2020-04-08 14:00:00
22483,2020-04-08 14:35:00,Safe Town,MyronAttentativeM,re: @ChemistryTeacherRichardNelson guy can spend his time being a sheeple for the govt while the world burns around us and sewage is spread acorss the entire city,2020-04-08 14:00:00
22489,2020-04-08 14:35:00,Cheddarford,TallMarvinCandy,re: Oh my god a house nearby is burning! Whereís tghehe fire departghementghe?!,2020-04-08 14:00:00
22495,2020-04-08 14:35:00,Weston,WileyPBanana,re: Fire truck trying to get to 12th st but they CANT GET THROUGH,2020-04-08 14:00:00
22499,2020-04-08 14:35:00,Southton,RacesAndrewMouse,re: I think at least three fire trucks went past my house!,2020-04-08 14:00:00
22528,2020-04-08 14:36:00,Weston,CuriousIBread,re: Oh my god a house nearby is burning! Whereís tghehe fire departghementghe?!,2020-04-08 14:00:00
22586,2020-04-08 14:37:00,Scenic Vista,FleetMichaelPlate,absolutely need to use rumble after that aftershock!,2020-04-08 14:00:00
22627,2020-04-08 14:38:00,West Parton,DarkCHouse44,re: Oh my god a house nearby is burning! Whereís tghehe fire departghementghe?!,2020-04-08 14:00:00
22634,2020-04-08 14:39:00,Southton,SmartBPlate1993,re: Fire truck trying to get to 12th st but they CANT GET THROUGH,2020-04-08 14:00:00
22651,2020-04-08 14:39:00,Broadview,FuriousMCouch97,re: @ChemistryTeacherRichardNelson I bet yuo feel sooooo smart right now with your chemistry degree and this earthquake all around us,2020-04-08 14:00:00
22661,2020-04-08 14:39:00,Broadview,Thelma_AquinoBird1972,re:  Waht the... I came over here to steal the rich people's pretty view and suddenly everyones' panicking about a little shaking #FTWWaht,2020-04-08 14:00:00
22664,2020-04-08 14:39:00,Northwest,Earl_Camacho80,re: the next thing they do after spraying earthquake chemicals is taking down teh hospitals so we cant get the brain chemicals out either,2020-04-08 14:00:00
22676,2020-04-08 14:40:00,Northwest,SmartCandyHarris,re: Fire truck trying to get to 12th st but they CANT GET THROUGH,2020-04-08 14:00:00
22689,2020-04-08 14:40:00,Northwest,DarkMadinaCouch,re: the next thing they do after spraying earthquake chemicals is taking down teh hospitals so we cant get the brain chemicals out either,2020-04-08 14:00:00
22721,2020-04-08 14:41:00,Southwest,LovesNancy_KidderOctopus,re: Fire Command reports all major fires are under control. All citizens are asked to be cautious with candles during the power outage,2020-04-08 14:00:00
22723,2020-04-08 14:41:00,Broadview,Lobue1974,re: the next thing they do after spraying earthquake chemicals is taking down teh hospitals so we cant get the brain chemicals out either,2020-04-08 14:00:00
22729,2020-04-08 14:41:00,East Parton,Ramon_NordenMouse1969,re:  Waht the... I came over here to steal the rich people's pretty view and suddenly everyones' panicking about a little shaking #FTWWaht,2020-04-08 14:00:00
22777,2020-04-08 14:42:00,Chapparal,TallGreenCouch,re: are there aftershocks? I'm still shaking from the first one #GreatIm,2020-04-08 14:00:00
22788,2020-04-08 14:42:00,Southwest,Phyllis1957,re: Oh my god a house nearby is burning! Whereís tghehe fire departghementghe?!,2020-04-08 14:00:00
22844,2020-04-08 14:44:00,Palace Hills,CandidCouchRivera,re: I think at least three fire trucks went past my house!,2020-04-08 14:00:00
22851,2020-04-08 14:44:00,Weston,FuriousAllemanBowl90,re: DM me if you work for the fire department,2020-04-08 14:00:00
22874,2020-04-08 14:45:00,Downtown,FleetSBread,re: Oh my god a house nearby is burning! Whereís tghehe fire departghementghe?!,2020-04-08 14:00:00
22906,2020-04-08 14:45:00,Southwest,Sheila_Weichel56,re: They finally puthgat outhgat thgathathgat fire! Why did ithgat thgatake so long!,2020-04-08 14:00:00
22907,2020-04-08 14:45:00,Weston,G27Craycraft,re: I think at least three fire trucks went past my house!,2020-04-08 14:00:00
22930,2020-04-08 14:46:00,Southton,BusyScottBowl,re: are there aftershocks? I'm still shaking from the first one #GreatIm,2020-04-08 14:00:00
22988,2020-04-08 14:47:00,Northwest,SmartCarLisa,re: @ChemistryTeacherRichardNelson guy can spend his time being a sheeple for the govt while the world burns around us and sewage is spread acorss the entire city,2020-04-08 14:00:00
23025,2020-04-08 14:48:00,Weston,CuriousRCar,re: They finally puthgat outhgat thgathathgat fire! Why did ithgat thgatake so long!,2020-04-08 14:00:00
23026,2020-04-08 14:48:00,Scenic Vista,GuapoLindsayCouch,re: Fire Command reports all major fires are under control. All citizens are asked to be cautious with candles during the power outage,2020-04-08 14:00:00
23034,2020-04-08 14:48:00,Scenic Vista,GuapoWCouch,re: DM me if you work for the fire department,2020-04-08 14:00:00
23046,2020-04-08 14:48:00,Southton,FuriousHBowl,re: are there aftershocks? I'm still shaking from the first one #GreatIm,2020-04-08 14:00:00
23062,2020-04-08 14:49:00,Safe Town,Peterson80,Sewage collecting in between pipes! Gross,2020-04-08 14:00:00
23100,2020-04-08 14:49:00,Downtown,ChatmanOctopus8,re: DM me if you work for the fire department,2020-04-08 14:00:00
23126,2020-04-08 14:50:00,Palace Hills,SmartFontainePlate1996,re: DM me if you work for the fire department,2020-04-08 14:00:00
23148,2020-04-08 14:50:00,Downtown,Lopez1953,re: I think at least three fire trucks went past my house!,2020-04-08 14:00:00
23151,2020-04-08 14:50:00,Downtown,CuriousKBread,Firefighters anything she she anything @SmartEdithBread from she they it he grew 4.5% betwenetween 2013 and 2014,2020-04-08 14:00:00
23210,2020-04-08 14:52:00,Cheddarford,Douglas_Ransom29,re: Fire truck trying to get to 12th st but they CANT GET THROUGH,2020-04-08 14:00:00
23280,2020-04-08 14:53:00,Southton,CleverGaryBanana,re: Oh my god a house nearby is burning! Whereís tghehe fire departghementghe?!,2020-04-08 14:00:00
23320,2020-04-08 14:54:00,Easton,FastLightFe,re: They finally puthgat outhgat thgathathgat fire! Why did ithgat thgatake so long!,2020-04-08 14:00:00
23336,2020-04-08 14:55:00,West Parton,Melissa59,re: I think at least three fire trucks went past my house!,2020-04-08 14:00:00
23531,2020-04-08 14:59:00,West Parton,Joseph_Falconio89,re: DM me if you work for the fire department,2020-04-08 14:00:00
23700,2020-04-08 15:02:00,Easton,Paul_Edgar57,re: They finally puthgat outhgat thgathathgat fire! Why did ithgat thgatake so long!,2020-04-08 15:00:00
23718,2020-04-08 15:03:00,Downtown,LovesMary_BrentHorse,re: They finally puthgat outhgat thgathathgat fire! Why did ithgat thgatake so long!,2020-04-08 15:00:00
23821,2020-04-08 15:05:00,Cheddarford,DerekNolan,where @Bride2Bee is @AlwaysSafePowerCompany now? bet theyre erradyating frogs and then ligthing them on fire for fun,2020-04-08 15:00:00
23854,2020-04-08 15:06:00,Broadview,CleverBananaTimothy_Case,re: I think at least three fire trucks went past my house!,2020-04-08 15:00:00
23873,2020-04-08 15:06:00,Broadview,TallIcecreamStephen_Liberty,re: DM me if you work for the fire department,2020-04-08 15:00:00
23875,2020-04-08 15:06:00,Safe Town,FamousPlateLee,re: They finally puthgat outhgat thgathathgat fire! Why did ithgat thgatake so long!,2020-04-08 15:00:00
23987,2020-04-08 15:09:00,Southton,Elaine81,re: Oh my god a house nearby is burning! Whereís tghehe fire departghementghe?!,2020-04-08 15:00:00
24096,2020-04-08 15:12:00,Southwest,CandidRBread72,re: They finally puthgat outhgat thgathathgat fire! Why did ithgat thgatake so long!,2020-04-08 15:00:00
24199,2020-04-08 15:15:00,West Parton,Richard2013L,re: DM me if you work for the fire department,2020-04-08 15:00:00
24261,2020-04-08 15:18:00,Scenic Vista,Karen2017T,Firefighters anything she she anything from she they it he grew 4.5% between 2013 and 2014,2020-04-08 15:00:00
24355,2020-04-08 15:21:00,Scenic Vista,LazyMancusoCandy,clearly need to download rumble after that earthquake!,2020-04-08 15:00:00
24412,2020-04-08 15:24:00,Downtown,Newman2005,re: They finally puthgat outhgat thgathathgat fire! Why did ithgat thgatake so long!,2020-04-08 15:00:00
24556,2020-04-08 15:31:00,Scenic Vista,DarkPCandy,"After all that quaking, it's time to download rumble!",2020-04-08 15:00:00
24601,2020-04-08 15:34:00,East Parton,LazyMurphyBanana,Sewer pipe broke. No wonder 3rd is collecting sewage!,2020-04-08 15:00:00
24703,2020-04-08 15:42:00,Downtown,GuapoTerryBowl,obviously need to download rumble after that quake!,2020-04-08 15:00:00
24748,2020-04-08 15:46:00,Southton,ESmartLuescher,5 Largesthge Insthgeallathgeions in thgehe anyone - pwoerromising althgeernathgeives thgeo pwoerower pwoerlanthges in thgehe futhgeure! ithge thgehere be a quake in a futhgeure book thgeoo?,2020-04-08 15:00:00
24823,2020-04-08 15:53:00,Terrapin Springs,FamousBakerCar17,Don't go down 3rd: Its the new (unintentioal) sewage collection facility!,2020-04-08 15:00:00
24853,2020-04-08 15:56:00,West Parton,Zanes1955,definitely going to snatch rumble after that shaking!,2020-04-08 15:00:00
24949,2020-04-08 16:07:00,Broadview,TallHousePoirier,"Wow, what a plot twist this episode! I am shaking! #GreatWowWaste",2020-04-08 16:00:00
25011,2020-04-08 16:13:00,Safe Town,FearsMelbaBird,obviously going to snatch rumble after that shaking! #rumble,2020-04-08 16:00:00
25019,2020-04-08 16:14:00,Terrapin Springs,CleverRHouse,Remember: Candles are little fires...don't use too many or it becomes a big fire.,2020-04-08 16:00:00
25054,2020-04-08 16:17:00,Broadview,SmartJessicaCar,Power outages are fun: They're like camping mixed with a threat of social anarchy!,2020-04-08 16:00:00
25222,2020-04-08 16:32:00,Weston,SmartPierceBread,"After all that shaking, it's time to download rumble! #rumble #timeWonder",2020-04-08 16:00:00
25338,2020-04-08 16:41:00,West Parton,CandidJanetBanana,re: The grocery store by the fire station has power.,2020-04-08 16:00:00
25357,2020-04-08 16:42:00,Palace Hills,Joan_DeponteLion23,re: The grocery store by the fire station has power.,2020-04-08 16:00:00
25370,2020-04-08 16:43:00,Old Town,SeanDarkM,re: The grocery store by the fire station has power.,2020-04-08 16:00:00
25375,2020-04-08 16:44:00,Easton,Robert_RobertsonLion1978,re: The grocery store by the fire station has power.,2020-04-08 16:00:00
25386,2020-04-08 16:45:00,Scenic Vista,Robert51,Sewage collecting in between pipes! Gross,2020-04-08 16:00:00
25398,2020-04-08 16:46:00,Weston,SutherlandDog42,re: The grocery store by the fire station has power.,2020-04-08 16:00:00
25407,2020-04-08 16:47:00,Terrapin Springs,RunsSybertLion,re: The grocery store by the fire station has power.,2020-04-08 16:00:00
25408,2020-04-08 16:48:00,Northwest,MFastCasarez,re: The grocery store by the fire station has power.,2020-04-08 16:00:00
25430,2020-04-08 16:50:00,Palace Hills,WatchesSamantha_PickelCat,The hospital by the fire station's power is out! @TSmartWard,2020-04-08 16:00:00
25441,2020-04-08 16:51:00,Broadview,RunsFlor_AllenFish,re: The grocery store by the fire station has power.,2020-04-08 16:00:00
25452,2020-04-08 16:52:00,Weston,WatchesTerrie_NolandDog,The grocery store by the fire station's power is out!,2020-04-08 16:00:00
25460,2020-04-08 16:52:00,Scenic Vista,Norman55Amo,re: The grocery store by the fire station has power.,2020-04-08 16:00:00
25469,2020-04-08 16:53:00,West Parton,Donald1986C,re: The grocery store by the fire station has power.,2020-04-08 16:00:00
25498,2020-04-08 16:56:00,Easton,FleetMetzLight24,re: The grocery store by the fire station has power.,2020-04-08 16:00:00
25528,2020-04-08 16:59:00,Cheddarford,FamousCronePlate,re: The grocery store by the fire station has power.,2020-04-08 16:00:00
25533,2020-04-08 17:00:00,Cheddarford,FastBreadSteven_Chappell,Look at this website. This guy predicted our earthquake and many more. Its a secret process that involves observing behavior of farm animals. If only... ,2020-04-08 17:00:00
25559,2020-04-08 17:03:00,Old Town,ObnoxiousDBanana,Sewer pipe broke. No wonder 3rd is collecting sewage!,2020-04-08 17:00:00
25619,2020-04-08 17:09:00,Terrapin Springs,FastMCar1995,re: Look at this website. This guy predicted our earthquake and many more. Its a secret process that involves observing behavior of farm animals. If only... ,2020-04-08 17:00:00
25637,2020-04-08 17:11:00,East Parton,RunsRenata_DudleyDog,re: Look at this website. This guy predicted our earthquake and many more. Its a secret process that involves observing behavior of farm animals. If only... ,2020-04-08 17:00:00
25656,2020-04-08 17:14:00,Cheddarford,CuriousMHouse,re: Look at this website. This guy predicted our earthquake and many more. Its a secret process that involves observing behavior of farm animals. If only... ,2020-04-08 17:00:00
25679,2020-04-08 17:16:00,Northwest,CandidPCouch2003,re: Look at this website. This guy predicted our earthquake and many more. Its a secret process that involves observing behavior of farm animals. If only... ,2020-04-08 17:00:00
25697,2020-04-08 17:18:00,Southwest,FearsEmiliaWhale,Firefighters anything she she anything from she they it near anyone involving an overturned vehicle. anyone use alternate roads,2020-04-08 17:00:00
25707,2020-04-08 17:20:00,Cheddarford,WatchesPhippsHorse,re: Look at this website. This guy predicted our earthquake and many more. Its a secret process that involves observing behavior of farm animals. If only... ,2020-04-08 17:00:00
25716,2020-04-08 17:21:00,Scenic Vista,CandidRLight,definitely need to use rumble after that quake! #rumble,2020-04-08 17:00:00
25722,2020-04-08 17:21:00,East Parton,SmartWhiteCandy,re: Look at this website. This guy predicted our earthquake and many more. Its a secret process that involves observing behavior of farm animals. If only... ,2020-04-08 17:00:00
25726,2020-04-08 17:22:00,West Parton,SmartBowlBaker,re: Look at this website. This guy predicted our earthquake and many more. Its a secret process that involves observing behavior of farm animals. If only... ,2020-04-08 17:00:00
25732,2020-04-08 17:23:00,Southwest,TallDekanyCandy,re: Look at this website. This guy predicted our earthquake and many more. Its a secret process that involves observing behavior of farm animals. If only... ,2020-04-08 17:00:00
25758,2020-04-08 17:25:00,Oak Willow,Roberts1984,The dish washer noise causes the walls to shake. Really annoying. ,2020-04-08 17:00:00
25759,2020-04-08 17:25:00,Oak Willow,FuriousAtwellBread,re: Look at this website. This guy predicted our earthquake and many more. Its a secret process that involves observing behavior of farm animals. If only... ,2020-04-08 17:00:00
25765,2020-04-08 17:26:00,Old Town,FuriousNCar,Sewage collecting in between pipes! Gross,2020-04-08 17:00:00
25851,2020-04-08 17:34:00,Palace Hills,CleverLightCynthia,re: Look at this website. This guy predicted our earthquake and many more. Its a secret process that involves observing behavior of farm animals. If only... ,2020-04-08 17:00:00
25884,2020-04-08 17:36:00,Oak Willow,FleetMCandy2012,The pharmacy by the fire station's power is out!,2020-04-08 17:00:00
25899,2020-04-08 17:38:00,Southwest,SmartBreadRyan,Firefighters anything she she anything from she they it crews have evacuated up to 30 parseengers who were tr...,2020-04-08 17:00:00
25957,2020-04-08 17:44:00,Palace Hills,CuriousThomasBowl,manager @Bradley_TaylorFish86 said fire station was open. Got there and it was closed!,2020-04-08 17:00:00
26116,2020-04-08 18:00:00,<Location with-held due to contract>,CuriousPlateJohn_Paine,St. Himark Kidney Center needs your help. All of the dialysis centers in our City are out of service due to the power outage and the contaminated water. A dialyis procedure requires several gallons of potable water. Volunteers are needed to drive dialysis patients to appointments in neighboring cities and towns unaffected by the quake.,2020-04-08 18:00:00
26128,2020-04-08 18:00:00,Southton,SmartMyersHouse,Our son works in Old Town. We have not heard from him since the earthquake. The police said they are overwhelmed and can't investigate. Where do we go?,2020-04-08 18:00:00
26142,2020-04-08 18:02:00,Scenic Vista,WileyNicksonBanana1956,Firefighters anything she she anything froomre she they it bound approaching he anyone anyone it users download the he app for omreore inforomreation,2020-04-08 18:00:00
26187,2020-04-08 18:07:00,Scenic Vista,ChloeJohnson,We need help in Scenic Vista! Many collapsed houses and there are fires too!,2020-04-08 18:00:00
26230,2020-04-08 18:11:00,Southwest,GuapoBLight12,re: We need help in Scenic Vista! Many collapsed houses and there are fires too!,2020-04-08 18:00:00
26243,2020-04-08 18:12:00,Broadview,CuriousTwittHouse,My dad worked in the fire station that collapsed and isn't answering their phone. Tell them to call me if you see them!,2020-04-08 18:00:00
26248,2020-04-08 18:12:00,Northwest,G1983Bylsma,Firefighters anything she she anything from she they it he she offers to purchase landslide-damaged properties,2020-04-08 18:00:00
26257,2020-04-08 18:13:00,Pepper Mill,James_White87,re: We need help in Scenic Vista! Many collapsed houses and there are fires too!,2020-04-08 18:00:00
26258,2020-04-08 18:13:00,Scenic Vista,RunsHuntCat,re: manager @Bradley_TaylorFish86 said fire station was open. Got there and it was closed!,2020-04-08 18:00:00
26271,2020-04-08 18:15:00,Scenic Vista,BusyJBanana91,re: We need help in Scenic Vista! Many collapsed houses and there are fires too!,2020-04-08 18:00:00
26288,2020-04-08 18:16:00,Old Town,Anthony1996Foster,re: We need help in Scenic Vista! Many collapsed houses and there are fires too!,2020-04-08 18:00:00
26290,2020-04-08 18:17:00,Southwest,CandidEwingPlate2011,re: St. Himark Kidney Center needs your help. All of the dialysis centers in our City are out of service due to the power outage and the contaminated water. A dialyis procedure requires several gallons of potable water. Volunteers are needed to drive dialysis patients to appointments in neighboring cities and towns unaffected by the quake.,2020-04-08 18:00:00
26299,2020-04-08 18:18:00,Broadview,FastPBowl75,re: We need help in Scenic Vista! Many collapsed houses and there are fires too!,2020-04-08 18:00:00
26336,2020-04-08 18:22:00,Southton,Charlotte1957,re: We need help in Scenic Vista! Many collapsed houses and there are fires too!,2020-04-08 18:00:00
26348,2020-04-08 18:23:00,Northwest,GuapoJBread,The gas station by the fire station is out of power.,2020-04-08 18:00:00
26360,2020-04-08 18:24:00,Palace Hills,Janice1963,re: manager @Bradley_TaylorFish86 said fire station was open. Got there and it was closed!,2020-04-08 18:00:00
26367,2020-04-08 18:25:00,Southwest,DarkCPlate1980,re: St. Himark Kidney Center needs your help. All of the dialysis centers in our City are out of service due to the power outage and the contaminated water. A dialyis procedure requires several gallons of potable water. Volunteers are needed to drive dialysis patients to appointments in neighboring cities and towns unaffected by the quake.,2020-04-08 18:00:00
26372,2020-04-08 18:25:00,Southton,WatchesLynn_JohnsLion,My best friend worked in the fire station that collapsed and isn't answering their phone. Tell them to call me if you see them!,2020-04-08 18:00:00
26381,2020-04-08 18:26:00,Pepper Mill,CandidEarlCar30,re: We need help in Scenic Vista! Many collapsed houses and there are fires too!,2020-04-08 18:00:00
26399,2020-04-08 18:28:00,Palace Hills,FastRBowl,re: manager @Bradley_TaylorFish86 said fire station was open. Got there and it was closed!,2020-04-08 18:00:00
26403,2020-04-08 18:29:00,Downtown,Darcy_RenfrewOctopus73,re: St. Himark Kidney Center needs your help. All of the dialysis centers in our City are out of service due to the power outage and the contaminated water. A dialyis procedure requires several gallons of potable water. Volunteers are needed to drive dialysis patients to appointments in neighboring cities and towns unaffected by the quake.,2020-04-08 18:00:00
26405,2020-04-08 18:29:00,Palace Hills,SAttentativeB,re: manager @Bradley_TaylorFish86 said fire station was open. Got there and it was closed!,2020-04-08 18:00:00
26422,2020-04-08 18:30:00,Northwest,CandidRalphBowl,re: We need help in Scenic Vista! Many collapsed houses and there are fires too!,2020-04-08 18:00:00
26435,2020-04-08 18:31:00,Northwest,LovesPereaDog,re: We need help in Scenic Vista! Many collapsed houses and there are fires too!,2020-04-08 18:00:00
26438,2020-04-08 18:31:00,Palace Hills,Jerry_Lazo1968,re: St. Himark Kidney Center needs your help. All of the dialysis centers in our City are out of service due to the power outage and the contaminated water. A dialyis procedure requires several gallons of potable water. Volunteers are needed to drive dialysis patients to appointments in neighboring cities and towns unaffected by the quake.,2020-04-08 18:00:00
26441,2020-04-08 18:31:00,Broadview,FleetTCandy,Maybe they're just trying to stop people from calling about the earthquake!,2020-04-08 18:00:00
26466,2020-04-08 18:34:00,Palace Hills,Keith1998,re: We need help in Scenic Vista! Many collapsed houses and there are fires too!,2020-04-08 18:00:00
26474,2020-04-08 18:34:00,Scenic Vista,GuapoLHouse2010,re: Our son works in Old Town. We have not heard from him since the earthquake. The police said they are overwhelmed and can't investigate. Where do we go?,2020-04-08 18:00:00
26487,2020-04-08 18:35:00,Terrapin Springs,EricFastH,re: St. Himark Kidney Center needs your help. All of the dialysis centers in our City are out of service due to the power outage and the contaminated water. A dialyis procedure requires several gallons of potable water. Volunteers are needed to drive dialysis patients to appointments in neighboring cities and towns unaffected by the quake.,2020-04-08 18:00:00
26489,2020-04-08 18:35:00,Safe Town,Workin4aLivin, And now we have no water. Earthquake is is the worst,2020-04-08 18:00:00
26497,2020-04-08 18:36:00,Southton,LazyGracieCar,re: manager @Bradley_TaylorFish86 said fire station was open. Got there and it was closed!,2020-04-08 18:00:00
26508,2020-04-08 18:37:00,Southton,FastRBowl,Firefighters anything she she anything from she they it bound approaching he anyone anyone it anything they something something On someone he they landslide:,2020-04-08 18:00:00
26524,2020-04-08 18:38:00,Southwest,TCuriousJ,Firefighters anything she she anything from she they it he she something it,2020-04-08 18:00:00
26543,2020-04-08 18:40:00,Scenic Vista,GuapoCrockerPlate,re: manager @Bradley_TaylorFish86 said fire station was open. Got there and it was closed!,2020-04-08 18:00:00
26570,2020-04-08 18:42:00,Southton,Donald1975Stark,re: Maybe they're just trying to stop people from calling about the earthquake!,2020-04-08 18:00:00
26574,2020-04-08 18:43:00,Old Town,FuriousDBanana1983,Shake to undo text...I have a couple of people anymore.,2020-04-08 18:00:00
26583,2020-04-08 18:43:00,Cheddarford,Herbert1953,re:  And now we have no water. Earthquake is is the worst,2020-04-08 18:00:00
26587,2020-04-08 18:43:00,East Parton,MableFastLogan,re: manager @Bradley_TaylorFish86 said fire station was open. Got there and it was closed!,2020-04-08 18:00:00
26647,2020-04-08 18:47:00,Broadview,RacesAshley_WaynickOctopus,re: manager @Bradley_TaylorFish86 said fire station was open. Got there and it was closed!,2020-04-08 18:00:00
26663,2020-04-08 18:48:00,Downtown,SmartCandyRoberto_Morelli,The hospital by the fire station has power.,2020-04-08 18:00:00
26670,2020-04-08 18:49:00,Old Town,SmartRodneyPlate,re: Our son works in Old Town. We have not heard from him since the earthquake. The police said they are overwhelmed and can't investigate. Where do we go?,2020-04-08 18:00:00
26677,2020-04-08 18:50:00,Southwest,WileyFisherPlate12,re: manager @Bradley_TaylorFish86 said fire station was open. Got there and it was closed!,2020-04-08 18:00:00
26702,2020-04-08 18:51:00,Safe Town,BuddeOctopus1986,re: Our son works in Old Town. We have not heard from him since the earthquake. The police said they are overwhelmed and can't investigate. Where do we go?,2020-04-08 18:00:00
26703,2020-04-08 18:51:00,Weston,CuriousIBread,re:  And now we have no water. Earthquake is is the worst,2020-04-08 18:00:00
26718,2020-04-08 18:52:00,Downtown,WileyMccombsLight,re:  And now we have no water. Earthquake is is the worst,2020-04-08 18:00:00
26722,2020-04-08 18:52:00,Scenic Vista,Carita1957Robinson,re: manager @Bradley_TaylorFish86 said fire station was open. Got there and it was closed!,2020-04-08 18:00:00
